,Attrition,BusinessTravel,DailyRate,Department,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1024,No,Travel_Rarely,359,Research & Development,1,1443,82,3,4,Research Director,3,17169,26703,No,19,3,80,2,2,20,17,5,6
1025,No,Travel_Rarely,1476,Sales,1,1445,42,3,2,Sales Executive,3,4162,15211,Yes,12,3,80,2,3,5,4,0,3
1026,No,Travel_Rarely,601,Sales,1,1446,97,3,2,Sales Executive,4,9204,23343,No,12,3,80,1,3,4,3,0,3
1027,No,Travel_Rarely,401,Research & Development,1,1447,86,2,1,Laboratory Technician,2,3294,3708,No,17,3,80,1,2,5,4,0,2
1028,No,Travel_Rarely,1283,Research & Development,1,1448,90,4,1,Research Scientist,3,2127,5561,Yes,12,3,80,0,5,4,2,0,3
1029,No,Non-Travel,663,Research & Development,1,1449,81,3,2,Laboratory Technician,3,3975,23099,No,11,3,80,2,2,8,7,0,7
1030,No,Travel_Rarely,326,Sales,1,1453,31,3,3,Sales Executive,4,10793,8386,No,18,3,80,1,5,13,7,9,9
1031,Yes,Travel_Rarely,377,Sales,1,1457,52,3,3,Sales Executive,4,10096,15986,No,11,3,80,1,1,7,7,4,3
1032,Yes,Non-Travel,592,Research & Development,1,1458,54,2,1,Laboratory Technician,1,3646,17181,Yes,23,4,80,0,2,1,0,0,0
1033,Yes,Travel_Frequently,1445,Research & Development,1,1459,100,4,3,Manufacturing Director,2,7446,8931,No,11,3,80,0,2,10,8,4,7
1034,No,Travel_Rarely,1038,Research & Development,1,1460,95,1,3,Healthcare Representative,1,10851,19863,Yes,18,3,80,1,2,7,7,0,7
1035,No,Travel_Rarely,1398,Human Resources,1,1461,96,4,1,Human Resources,2,2109,24609,No,18,3,80,0,3,3,2,0,2
1036,Yes,Travel_Frequently,523,Research & Development,1,1464,94,3,1,Laboratory Technician,4,3722,21081,Yes,13,3,80,1,2,2,2,2,2
1037,No,Travel_Rarely,1448,Research & Development,1,1465,55,3,3,Manufacturing Director,4,9380,14720,Yes,18,3,80,2,4,3,1,1,2
1038,No,Travel_Rarely,1221,Sales,1,1466,96,3,2,Sales Executive,1,5486,24795,No,11,3,80,3,3,2,2,2,2
1039,Yes,Travel_Rarely,1107,Human Resources,1,1467,52,3,1,Human Resources,3,2742,3072,No,15,3,80,0,0,2,2,2,2
1040,No,Non-Travel,218,Research & Development,1,1468,55,2,3,Research Director,2,13757,25178,No,11,3,80,1,5,9,8,4,8
1041,No,Travel_Rarely,866,Sales,1,1469,84,3,2,Sales Executive,1,8463,23490,No,18,3,80,0,4,5,4,1,3
1042,No,Non-Travel,981,Research & Development,1,1471,90,2,1,Laboratory Technician,3,3162,7973,No,14,3,80,0,5,5,2,0,3
1043,No,Travel_Rarely,447,Research & Development,1,1472,39,4,4,Research Director,2,16598,19764,No,12,3,80,0,2,9,8,8,8
1044,No,Travel_Rarely,1495,Research & Development,1,1473,96,3,2,Healthcare Representative,3,6651,21534,No,14,3,80,1,0,3,2,1,2
1045,No,Travel_Rarely,896,Research & Development,1,1474,68,3,1,Research Scientist,3,2345,8045,No,14,3,80,1,3,3,1,1,2
1046,No,Travel_Rarely,1467,Research & Development,1,1475,49,3,1,Research Scientist,2,3420,21158,No,13,3,80,0,3,5,2,1,3
1047,No,Travel_Frequently,430,Sales,1,1477,54,3,2,Sales Executive,1,4373,17456,No,14,3,80,2,2,4,3,0,3
1048,No,Travel_Rarely,1326,Sales,1,1478,81,1,2,Sales Executive,1,4759,15891,No,18,3,80,0,2,13,9,3,12
1049,No,Travel_Rarely,1358,Sales,1,1479,96,3,2,Sales Executive,3,5301,2939,No,15,3,80,2,2,2,1,2,2
1050,No,Travel_Frequently,748,Research & Development,1,1480,74,3,1,Laboratory Technician,4,3673,16458,No,13,3,80,0,3,12,9,5,8
1051,No,Travel_Frequently,383,Sales,1,1481,79,3,2,Sales Executive,3,4768,9282,No,12,3,80,1,4,1,0,0,0
1052,No,Non-Travel,990,Research & Development,1,1482,64,3,1,Research Scientist,3,1274,7152,No,13,3,80,2,2,1,0,0,0
1053,No,Travel_Rarely,405,Research & Development,1,1483,93,4,2,Research Scientist,3,4900,2721,No,24,4,80,1,2,12,9,2,8
1054,No,Travel_Rarely,1490,Research & Development,1,1484,35,3,3,Healthcare Representative,2,10466,20948,No,14,3,80,2,3,8,7,0,7
1055,No,Travel_Frequently,829,Research & Development,1,1485,71,3,4,Research Director,1,17007,11929,No,14,3,80,2,3,14,8,6,9
1056,Yes,Travel_Frequently,1496,Sales,1,1486,92,3,1,Sales Representative,3,2909,15747,No,15,3,80,1,3,3,2,1,2
1057,Yes,Travel_Frequently,115,Sales,1,1487,51,3,2,Sales Executive,2,5765,17485,No,11,3,80,0,4,5,3,0,0
1058,Yes,Travel_Rarely,790,Sales,1,1489,40,2,2,Sales Executive,2,4599,7815,Yes,23,4,80,0,2,15,9,10,10
1059,No,Travel_Rarely,660,Sales,1,1492,76,3,1,Sales Representative,3,2404,16192,No,13,3,80,1,3,1,0,0,0
1060,Yes,Travel_Frequently,381,Research & Development,1,1494,89,3,1,Laboratory Technician,1,3172,16998,Yes,11,3,80,0,2,0,0,0,0
1061,No,Non-Travel,830,Sales,1,1495,78,3,1,Sales Representative,2,2033,7103,No,13,3,80,1,2,1,0,0,0
1062,No,Travel_Frequently,1193,Research & Development,1,1496,86,3,3,Manufacturing Director,3,10209,19719,Yes,18,3,80,0,2,2,2,2,2
1063,No,Travel_Rarely,1246,Sales,1,1497,77,2,2,Sales Executive,3,8620,23757,No,14,3,80,2,3,10,7,0,4
1064,No,Travel_Rarely,330,Human Resources,1,1499,46,3,1,Human Resources,3,2064,15428,No,21,4,80,1,3,5,3,1,3
1065,No,Travel_Rarely,1229,Research & Development,1,1501,30,3,2,Healthcare Representative,3,4035,16143,Yes,16,3,80,0,2,3,2,1,2
1066,No,Travel_Rarely,1099,Research & Development,1,1502,82,2,1,Laboratory Technician,2,3838,8192,No,11,3,80,0,5,5,4,0,2
1067,No,Travel_Rarely,571,Sales,1,1503,78,3,2,Sales Executive,3,4591,24200,Yes,17,3,80,1,4,5,4,1,2
1068,Yes,Travel_Frequently,289,Research & Development,1,1504,38,2,1,Laboratory Technician,1,2561,5355,No,11,3,80,0,2,0,0,0,0
1069,No,Travel_Rarely,1423,Research & Development,1,1506,72,2,1,Research Scientist,3,1563,12530,No,14,3,80,1,2,1,0,0,0
1070,No,Travel_Frequently,467,Sales,1,1507,55,3,2,Sales Executive,1,4898,11827,No,14,3,80,0,5,4,2,1,3
1071,No,Travel_Rarely,271,Research & Development,1,1509,43,2,2,Laboratory Technician,1,4789,23070,No,25,4,80,1,3,3,2,1,2
1072,No,Travel_Frequently,410,Research & Development,1,1513,97,3,1,Laboratory Technician,2,3180,4668,No,13,3,80,3,3,3,2,0,2
1073,No,Travel_Rarely,1083,Research & Development,1,1514,96,1,2,Manufacturing Director,2,6549,3173,No,14,3,80,2,2,8,6,1,7
1074,No,Travel_Rarely,516,Research & Development,1,1515,69,3,2,Healthcare Representative,3,6388,22049,Yes,17,3,80,0,6,0,0,0,0
1075,No,Travel_Rarely,495,Research & Development,1,1516,64,3,3,Manager,4,11244,21072,No,25,4,80,0,5,5,2,0,0
1076,No,Travel_Frequently,1050,Research & Development,1,1520,87,3,4,Manager,4,16032,24456,No,20,4,80,1,2,14,9,1,12
1077,Yes,Travel_Rarely,224,Research & Development,1,1522,100,2,1,Research Scientist,1,2362,7568,No,13,3,80,0,2,9,7,0,7
1078,No,Travel_Rarely,136,Research & Development,1,1523,32,3,4,Research Director,1,16328,22074,No,13,3,80,1,1,20,6,14,17
1079,No,Travel_Rarely,1089,Research & Development,1,1525,32,3,3,Manufacturing Director,2,8376,9150,No,18,3,80,0,3,2,0,2,2
1080,No,Travel_Rarely,228,Sales,1,1527,51,3,4,Manager,2,16606,11380,No,12,3,80,1,2,13,12,5,1
1081,No,Travel_Rarely,1029,Research & Development,1,1529,91,2,3,Healthcare Representative,2,8606,21195,No,19,3,80,0,3,11,8,3,3
1082,No,Travel_Rarely,507,Research & Development,1,1533,97,3,2,Laboratory Technician,3,2272,24812,No,14,3,80,0,2,4,3,1,2
1083,Yes,Travel_Rarely,676,Research & Development,1,1534,86,3,1,Laboratory Technician,1,2018,21831,No,14,3,80,0,3,5,4,1,0
1084,No,Travel_Rarely,971,Sales,1,1535,64,2,3,Sales Executive,3,7083,12288,Yes,14,3,80,0,3,10,9,8,6
1085,Yes,Travel_Frequently,561,Research & Development,1,1537,33,3,1,Research Scientist,3,4084,4156,No,12,3,80,0,2,7,2,7,7
1086,No,Travel_Frequently,333,Research & Development,1,1539,88,1,4,Research Director,4,14411,24450,Yes,13,3,80,0,2,32,6,13,9
1087,No,Travel_Rarely,1440,Sales,1,1541,55,3,1,Sales Representative,3,2308,4944,Yes,25,4,80,1,4,11,10,5,7
1088,No,Travel_Rarely,1210,Research & Development,1,1542,68,2,1,Laboratory Technician,2,4841,24052,No,14,3,80,1,3,1,0,0,0
1089,No,Travel_Rarely,674,Research & Development,1,1543,47,3,2,Research Scientist,4,4285,3031,No,17,3,80,0,2,10,8,3,7
1090,No,Travel_Rarely,441,Research & Development,1,1544,39,1,2,Healthcare Representative,1,9715,7288,No,13,3,80,1,3,7,7,0,7
1091,No,Travel_Rarely,575,Research & Development,1,1545,44,2,2,Manufacturing Director,2,4320,24152,No,13,3,80,0,2,5,3,0,2
1092,No,Travel_Rarely,950,Research & Development,1,1546,97,3,1,Research Scientist,4,2132,4585,No,20,4,80,1,3,5,4,0,3
1093,No,Travel_Frequently,288,Research & Development,1,1547,40,3,3,Healthcare Representative,4,10124,18611,Yes,14,3,80,1,3,20,8,13,9
1094,No,Travel_Rarely,1342,Sales,1,1548,47,3,2,Sales Executive,1,5473,19345,No,12,3,80,0,5,8,4,7,1
1095,No,Travel_Rarely,589,Research & Development,1,1549,79,3,2,Laboratory Technician,3,5207,22949,Yes,12,3,80,1,3,15,14,5,7
1096,No,Travel_Rarely,898,Human Resources,1,1550,38,3,4,Manager,4,16437,17381,Yes,21,4,80,0,2,21,7,7,7
1097,No,Travel_Rarely,350,Research & Development,1,1551,57,2,1,Laboratory Technician,1,2296,10036,No,14,3,80,3,3,1,1,0,0
1098,No,Non-Travel,1142,Research & Development,1,1552,72,3,2,Healthcare Representative,4,4069,8841,Yes,18,3,80,0,2,2,2,2,2
1099,No,Travel_Rarely,538,Research & Development,1,1553,66,3,3,Healthcare Representative,2,7441,20933,No,12,3,80,3,4,10,8,7,7
1100,No,Travel_Rarely,1402,Sales,1,1554,98,2,1,Sales Representative,3,2430,26204,No,23,4,80,2,5,5,3,4,2
1101,No,Travel_Rarely,824,Research & Development,1,1555,67,2,2,Research Scientist,2,5878,15624,No,12,3,80,1,2,7,1,2,5
1102,No,Travel_Rarely,1157,Sales,1,1556,70,3,1,Sales Representative,4,2644,17001,Yes,21,4,80,0,3,3,2,1,2
1103,No,Travel_Rarely,492,Sales,1,1557,96,3,2,Sales Executive,3,6439,13693,No,14,3,80,1,2,8,7,7,7
1104,No,Travel_Rarely,598,Research & Development,1,1558,91,4,1,Research Scientist,3,2451,22376,No,18,3,80,2,2,1,0,0,0
1105,No,Travel_Rarely,1242,Sales,1,1560,46,3,2,Sales Executive,1,6392,10589,No,13,3,80,1,6,2,2,2,2
1106,Yes,Travel_Rarely,740,Sales,1,1562,64,2,2,Sales Executive,1,9714,5323,No,11,3,80,1,4,10,8,6,7
1107,No,Travel_Frequently,888,Human Resources,1,1563,71,3,2,Human Resources,3,6077,14814,No,11,3,80,0,2,6,3,1,2
1108,No,Travel_Rarely,992,Research & Development,1,1564,68,2,1,Laboratory Technician,1,2450,21731,No,19,3,80,0,3,3,0,1,2
1109,No,Travel_Rarely,1288,Sales,1,1568,33,3,3,Sales Executive,2,9250,17799,No,12,3,80,1,3,4,2,1,3
1110,Yes,Travel_Rarely,104,Research & Development,1,1569,69,3,1,Laboratory Technician,1,2074,26619,Yes,12,3,80,1,2,1,0,0,0
1111,Yes,Travel_Rarely,607,Research & Development,1,1572,78,2,3,Manufacturing Director,4,10169,14618,No,16,3,80,1,4,33,7,1,9
1112,Yes,Travel_Rarely,903,Research & Development,1,1573,81,3,2,Manufacturing Director,2,4855,7653,No,11,3,80,2,2,5,2,1,4
1113,No,Non-Travel,1200,Research & Development,1,1574,62,3,2,Research Scientist,1,4087,25174,No,14,3,80,1,3,6,5,1,2
1114,No,Travel_Rarely,1108,Research & Development,1,1576,65,3,1,Research Scientist,1,2367,16530,No,12,3,80,1,3,8,2,7,6
1115,No,Travel_Rarely,479,Research & Development,1,1577,35,3,1,Research Scientist,4,2972,22061,No,13,3,80,0,4,1,0,0,0
1116,No,Travel_Rarely,685,Sales,1,1578,60,2,5,Manager,4,19586,23037,No,21,4,80,1,3,36,6,2,13
1117,No,Travel_Rarely,1351,Research & Development,1,1580,45,3,2,Research Scientist,4,5484,13008,No,17,3,80,1,3,2,2,2,1
1118,No,Travel_Rarely,474,Research & Development,1,1581,89,3,1,Research Scientist,4,2061,11133,No,21,4,80,0,5,1,0,0,0
1119,No,Travel_Rarely,1245,Sales,1,1582,80,3,2,Sales Executive,2,9924,12355,No,11,3,80,1,3,9,8,7,7
1120,No,Travel_Rarely,437,Sales,1,1583,90,3,2,Sales Executive,2,4198,16379,No,12,3,80,0,5,3,2,1,2
1121,No,Travel_Rarely,884,Sales,1,1585,73,3,2,Sales Executive,3,6815,21447,No,13,3,80,0,5,1,0,0,0
1122,No,Travel_Rarely,1370,Research & Development,1,1586,87,3,1,Laboratory Technician,1,4723,16213,Yes,18,3,80,0,3,10,9,1,5
1123,No,Travel_Rarely,670,Research & Development,1,1587,51,3,2,Healthcare Representative,3,6142,4223,Yes,16,3,80,0,4,5,2,0,4
1124,No,Travel_Rarely,1462,Sales,1,1588,38,4,3,Sales Executive,3,8237,4658,No,11,3,80,1,3,7,6,7,6
1125,No,Travel_Frequently,995,Research & Development,1,1590,87,3,2,Healthcare Representative,4,8853,24483,No,19,3,80,1,0,6,4,1,3
1126,No,Travel_Rarely,264,Sales,1,1591,59,3,5,Manager,3,19331,19519,Yes,16,3,80,1,2,1,0,0,0
1127,No,Travel_Rarely,977,Research & Development,1,1592,45,4,1,Research Scientist,3,2073,12826,No,16,3,80,1,2,2,2,2,2
1128,No,Travel_Frequently,1302,Research & Development,1,1594,80,4,2,Laboratory Technician,1,5562,19711,Yes,13,3,80,1,3,3,2,0,2
1129,No,Travel_Rarely,1059,Research & Development,1,1595,93,2,5,Manager,4,19613,26362,No,22,4,80,0,2,1,0,0,1
1130,No,Travel_Rarely,750,Research & Development,1,1596,46,4,2,Laboratory Technician,3,3407,25348,No,17,3,80,2,3,10,9,6,8
1131,No,Travel_Frequently,653,Research & Development,1,1597,92,2,2,Healthcare Representative,3,5063,15332,No,14,3,80,1,3,8,2,7,7
1132,No,Travel_Rarely,118,Sales,1,1598,84,3,2,Sales Executive,1,4639,11262,No,15,3,80,1,2,5,4,1,2
1133,No,Travel_Rarely,990,Research & Development,1,1599,87,4,1,Laboratory Technician,2,4876,5855,No,12,3,80,1,0,6,4,0,2
1134,No,Travel_Rarely,1349,Research & Development,1,1601,63,2,1,Laboratory Technician,4,2690,7713,No,18,3,80,1,5,1,0,0,1
1135,No,Travel_Rarely,563,Sales,1,1602,56,4,4,Manager,1,17567,3156,No,15,3,80,0,5,26,0,0,12
1136,Yes,Travel_Rarely,329,Research & Development,1,1604,51,3,1,Laboratory Technician,2,2408,7324,Yes,17,3,80,3,3,1,1,0,0
1137,No,Non-Travel,457,Research & Development,1,1605,85,2,1,Research Scientist,3,2814,10293,Yes,14,3,80,0,2,4,2,1,3
1138,No,Travel_Frequently,1234,Research & Development,1,1606,41,3,4,Healthcare Representative,3,11245,20689,Yes,15,3,80,1,3,30,8,12,13
1139,No,Travel_Rarely,634,Research & Development,1,1607,35,4,1,Research Scientist,4,3312,18783,No,17,3,80,2,3,3,2,0,2
1140,No,Travel_Rarely,1313,Research & Development,1,1608,31,3,5,Research Director,4,19049,3549,Yes,14,3,80,1,4,22,7,1,10
1141,No,Travel_Rarely,241,Research & Development,1,1609,48,2,1,Research Scientist,2,2141,5348,No,12,3,80,1,3,6,4,1,1
1142,No,Travel_Rarely,1015,Research & Development,1,1611,50,1,2,Laboratory Technician,1,5769,23447,Yes,14,3,80,0,3,10,7,1,4
1143,No,Non-Travel,336,Sales,1,1612,52,2,2,Sales Executive,1,4385,24162,No,15,3,80,1,2,10,7,4,5
1144,No,Travel_Frequently,715,Sales,1,1613,54,3,2,Sales Executive,1,5332,21602,No,13,3,80,0,3,5,2,0,3
1145,No,Travel_Rarely,559,Research & Development,1,1614,76,3,2,Manufacturing Director,3,4663,12421,Yes,12,3,80,2,2,3,2,1,1
1146,No,Travel_Frequently,426,Research & Development,1,1615,42,4,2,Manufacturing Director,4,4724,17000,No,13,3,80,1,3,9,7,7,2
1147,No,Travel_Rarely,722,Research & Development,1,1617,84,3,1,Laboratory Technician,1,3211,22102,No,14,3,80,1,3,9,6,1,4
1148,No,Travel_Rarely,1387,Research & Development,1,1618,76,3,2,Manufacturing Director,1,5377,3835,No,13,3,80,3,3,7,7,7,7
1149,No,Travel_Rarely,1302,Research & Development,1,1619,67,2,1,Laboratory Technician,1,4066,16290,No,11,3,80,2,3,7,7,0,7
1150,No,Travel_Rarely,819,Research & Development,1,1621,48,4,2,Research Scientist,1,5208,26312,No,11,3,80,0,2,16,15,1,10
1151,No,Travel_Rarely,580,Research & Development,1,1622,39,1,2,Manufacturing Director,1,4877,20460,No,21,4,80,1,5,5,3,0,0
1152,No,Travel_Rarely,546,Research & Development,1,1623,97,3,1,Research Scientist,4,3117,26009,No,18,3,80,0,2,2,2,2,2
1153,Yes,Travel_Frequently,544,Sales,1,1624,70,3,1,Sales Representative,4,1569,18420,Yes,12,3,80,0,2,0,0,0,0
1154,No,Travel_Rarely,1176,Human Resources,1,1625,98,3,5,Manager,3,19658,5220,No,11,3,80,1,2,5,2,1,0
1155,No,Travel_Rarely,170,Research & Development,1,1627,76,2,2,Laboratory Technician,3,3069,10302,No,15,3,80,1,3,10,8,0,7
1156,No,Travel_Rarely,884,Research & Development,1,1628,80,2,3,Manufacturing Director,3,10435,25800,No,13,3,80,2,2,18,15,14,12
1157,No,Non-Travel,208,Research & Development,1,1630,52,3,2,Healthcare Representative,3,4148,12250,No,12,3,80,1,5,14,11,2,9
1158,No,Travel_Rarely,671,Research & Development,1,1631,85,3,2,Manufacturing Director,3,5768,26493,No,17,3,80,3,2,4,3,0,2
1159,No,Travel_Frequently,711,Research & Development,1,1633,81,3,2,Manufacturing Director,3,5042,3140,No,13,3,80,0,2,9,2,3,8
1160,No,Travel_Rarely,1329,Research & Development,1,1635,59,2,2,Manufacturing Director,4,5770,5388,No,19,3,80,2,3,10,7,3,9
1161,No,Travel_Rarely,397,Research & Development,1,1638,54,2,3,Manufacturing Director,3,7756,14199,Yes,19,3,80,1,6,5,4,0,2
1162,Yes,Travel_Rarely,737,Sales,1,1639,55,2,3,Sales Executive,1,10306,21530,No,17,3,80,0,3,13,12,6,0
1163,No,Travel_Rarely,1470,Research & Development,1,1640,71,3,1,Research Scientist,2,3936,9953,No,11,3,80,1,2,8,4,7,7
1164,No,Travel_Rarely,448,Research & Development,1,1641,84,3,3,Manufacturing Director,4,7945,19948,Yes,15,3,80,0,2,4,2,3,3
1165,No,Travel_Frequently,602,Human Resources,1,1642,37,3,2,Human Resources,4,5743,10503,Yes,11,3,80,0,3,10,7,0,2
1166,No,Travel_Frequently,365,Research & Development,1,1644,89,2,4,Manager,4,15202,5602,No,25,4,80,1,3,2,2,2,2
1167,Yes,Travel_Rarely,763,Sales,1,1645,59,1,2,Sales Executive,4,5440,22098,Yes,14,3,80,2,2,2,2,2,2
1168,No,Travel_Frequently,567,Research & Development,1,1646,32,3,1,Research Scientist,4,3760,17218,Yes,13,3,80,0,2,6,3,1,3
1169,No,Travel_Rarely,486,Research & Development,1,1647,86,4,1,Research Scientist,3,3517,22490,No,17,3,80,0,0,3,2,0,2
1170,No,Travel_Frequently,591,Research & Development,1,1648,87,3,1,Research Scientist,4,2580,6297,No,13,3,80,0,0,4,2,1,2
1171,Yes,Travel_Rarely,1329,Research & Development,1,1649,73,3,1,Laboratory Technician,1,2166,3339,Yes,14,3,80,0,3,4,2,0,3
1172,No,Travel_Rarely,469,Sales,1,1650,42,2,2,Sales Executive,3,5869,23413,No,11,3,80,0,2,5,2,1,4
1173,No,Travel_Rarely,711,Research & Development,1,1651,42,3,3,Healthcare Representative,1,8008,22792,No,12,3,80,2,6,3,2,0,2
1174,No,Travel_Frequently,772,Research & Development,1,1653,77,4,2,Manufacturing Director,3,5206,4973,No,17,3,80,2,6,7,7,0,7
1175,No,Travel_Rarely,492,Research & Development,1,1654,66,3,2,Manufacturing Director,2,5295,7693,No,21,4,80,0,3,5,4,1,0
1176,No,Travel_Rarely,301,Research & Development,1,1655,72,3,4,Research Director,2,16413,3498,No,16,3,80,2,2,4,2,1,2
1177,No,Travel_Rarely,813,Research & Development,1,1656,50,2,3,Research Director,1,13269,21981,No,15,3,80,3,3,14,11,1,11
1178,No,Travel_Rarely,1141,Sales,1,1657,31,3,1,Sales Representative,3,2783,13251,No,19,3,80,0,3,2,2,2,2
1179,No,Travel_Rarely,1130,Research & Development,1,1658,66,3,2,Research Scientist,2,5433,19332,No,12,3,80,1,2,11,8,7,9
1180,No,Travel_Rarely,311,Research & Development,1,1659,77,3,1,Laboratory Technician,2,2013,10950,No,11,3,80,0,4,4,3,1,3
1181,No,Travel_Rarely,465,Research & Development,1,1661,41,2,4,Healthcare Representative,3,13966,11652,Yes,19,3,80,1,3,15,11,2,12
1182,No,Non-Travel,894,Research & Development,1,1662,33,2,2,Manufacturing Director,3,4374,15411,No,15,3,80,0,6,3,2,1,2
1183,No,Travel_Rarely,1040,Research & Development,1,1664,79,4,2,Healthcare Representative,1,6842,26308,No,20,4,80,1,3,5,4,0,4
1184,No,Travel_Rarely,584,Research & Development,1,1665,91,3,4,Manager,3,17426,18685,No,25,4,80,1,6,10,8,4,7
1185,No,Travel_Rarely,1291,Research & Development,1,1666,65,2,4,Research Director,3,17603,3525,No,24,4,80,1,3,14,10,6,11
1186,Yes,Travel_Frequently,880,Sales,1,1667,36,3,2,Sales Executive,4,4581,10414,Yes,24,4,80,0,2,11,9,6,7
1187,No,Travel_Frequently,1189,Research & Development,1,1668,90,3,2,Research Scientist,4,4735,9867,No,15,3,80,2,4,13,11,2,9
1188,No,Travel_Rarely,991,Sales,1,1669,43,2,2,Sales Executive,2,4187,3356,Yes,13,3,80,1,3,10,0,0,9
1189,No,Travel_Rarely,392,Sales,1,1670,93,3,2,Sales Executive,4,5505,3921,No,14,3,80,2,5,6,2,0,4
1190,No,Travel_Rarely,977,Research & Development,1,1671,45,3,2,Research Scientist,2,5470,25518,No,13,3,80,2,4,9,5,1,6
1191,No,Travel_Rarely,1112,Sales,1,1673,67,3,2,Sales Executive,4,5476,22589,No,11,3,80,2,2,10,0,0,2
1192,No,Travel_Rarely,464,Research & Development,1,1674,74,3,1,Laboratory Technician,1,2587,24941,Yes,16,3,80,1,2,2,2,2,2
1193,No,Travel_Frequently,148,Research & Development,1,1675,42,2,1,Laboratory Technician,2,2440,23826,No,22,4,80,0,3,4,3,3,3
1194,No,Travel_Rarely,1225,Sales,1,1676,47,4,4,Manager,2,15972,21086,No,14,3,80,3,2,3,2,1,2
1195,No,Travel_Rarely,809,Research & Development,1,1677,36,3,4,Manager,3,15379,22384,No,14,3,80,0,2,8,7,0,0
1196,No,Travel_Rarely,1206,Sales,1,1678,80,3,3,Sales Executive,3,7082,11591,Yes,16,3,80,0,2,2,0,0,2
1197,No,Travel_Rarely,727,Sales,1,1680,54,3,1,Sales Representative,1,2728,21082,No,11,3,80,0,3,2,2,0,2
1198,No,Non-Travel,530,Sales,1,1681,36,3,2,Sales Executive,4,5368,16130,Yes,25,4,80,1,2,6,5,1,2
1199,No,Travel_Rarely,1351,Research & Development,1,1682,80,3,2,Healthcare Representative,3,5347,7419,No,14,3,80,2,2,3,2,0,2
1200,No,Travel_Rarely,528,Human Resources,1,1683,44,3,1,Human Resources,4,3195,4167,Yes,18,3,80,3,2,2,2,2,2
1201,Yes,Travel_Rarely,1320,Research & Development,1,1684,93,2,1,Laboratory Technician,3,3989,20586,Yes,11,3,80,0,2,5,4,1,2
1202,No,Travel_Rarely,1495,Research & Development,1,1687,87,3,1,Laboratory Technician,3,3306,26176,No,19,3,80,1,5,0,0,0,0
1203,No,Travel_Rarely,1395,Research & Development,1,1689,48,4,3,Healthcare Representative,4,7005,3458,No,15,3,80,0,2,4,3,1,2
1204,Yes,Travel_Frequently,708,Sales,1,1691,95,3,1,Sales Representative,3,2655,11740,Yes,11,3,80,2,3,9,7,7,7
1205,Yes,Travel_Rarely,1259,Research & Development,1,1692,95,3,1,Laboratory Technician,2,1393,24852,No,12,3,80,0,2,1,0,0,0
1206,No,Non-Travel,786,Research & Development,1,1693,76,3,1,Laboratory Technician,4,2570,11925,No,20,4,80,0,5,7,7,5,7
1207,No,Travel_Rarely,1441,Research & Development,1,1694,94,2,1,Research Scientist,2,3537,23737,No,12,3,80,1,1,4,2,1,2
1208,No,Travel_Rarely,1157,Research & Development,1,1696,57,2,2,Laboratory Technician,4,3986,11912,No,14,3,80,1,3,15,10,4,13
1209,No,Travel_Rarely,370,Research & Development,1,1697,92,1,3,Healthcare Representative,4,10883,20467,No,20,4,80,1,2,1,0,0,0
1210,No,Travel_Rarely,267,Research & Development,1,1698,79,4,1,Laboratory Technician,2,2028,13637,No,18,3,80,3,6,14,11,2,13
1211,No,Travel_Frequently,1278,Sales,1,1700,31,1,2,Sales Executive,4,9525,7677,No,14,3,80,2,2,6,3,1,3
1212,No,Travel_Rarely,678,Research & Development,1,1701,35,2,1,Research Scientist,4,2929,20338,No,12,3,80,0,3,10,9,8,7
1213,Yes,Travel_Rarely,427,Sales,1,1702,99,3,1,Sales Representative,4,2275,25103,Yes,21,4,80,1,2,3,2,0,2
1214,No,Travel_Rarely,921,Research & Development,1,1703,96,4,3,Healthcare Representative,4,7879,14810,Yes,19,3,80,1,2,8,7,6,7
1215,No,Travel_Frequently,146,Research & Development,1,1704,79,2,1,Research Scientist,4,4930,13970,Yes,14,3,80,0,2,5,4,1,4
1216,No,Travel_Rarely,1179,Sales,1,1706,73,3,2,Sales Executive,4,7847,6069,Yes,17,3,80,1,3,10,9,8,8
1217,No,Travel_Rarely,581,Research & Development,1,1707,62,4,1,Research Scientist,3,4401,17616,No,16,3,80,1,1,5,3,0,4
1218,No,Travel_Rarely,918,Sales,1,1708,35,3,3,Sales Executive,3,9241,15869,No,12,3,80,0,3,10,8,8,7
1219,No,Travel_Rarely,1082,Research & Development,1,1709,43,3,1,Laboratory Technician,3,2974,25412,No,17,3,80,1,2,5,3,1,2
1220,No,Travel_Rarely,530,Sales,1,1710,51,3,2,Sales Representative,4,4502,7439,No,15,3,80,0,2,13,7,6,7
1221,No,Non-Travel,1238,Research & Development,1,1712,74,2,3,Healthcare Representative,3,10748,3395,No,23,4,80,1,3,23,15,14,4
1222,Yes,Travel_Rarely,240,Human Resources,1,1714,58,1,1,Human Resources,3,1555,11585,No,11,3,80,1,2,1,0,0,0
1223,Yes,Travel_Frequently,1093,Sales,1,1716,82,1,4,Sales Executive,3,12936,24164,No,11,3,80,0,3,23,5,14,10
